name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
J. Cole @ Barclays Center,J. Cole at Barclays Center at 2026-08-01T20:00:00-0400,Barclays Center,40.68266,-73.97528,"620 Atlantic Avenue, Brooklyn",2026-08-01T20:00:00,,brooklyn,Music,J. Cole,https://images.sk-static.com/images/media/profile_images/artists/832745/huge_avatar,,https://www.songkick.com/concerts/43053181-j-cole-at-barclays-center?utm_medium=organic&utm_source=microformat,true
Rush @ Madison Square Garden,Rush at Madison Square Garden at 2026-08-01,Madison Square Garden,40.74971,-73.99156,"7th Ave & 32nd St, New York (NYC)",2026-08-01,,new york (nyc),Music,Rush,https://images.sk-static.com/images/media/profile_images/artists/18841/huge_avatar,,https://www.songkick.com/concerts/42833364-rush-at-madison-square-garden?utm_medium=organic&utm_source=microformat,true
Alok @ Pacha NYC,Alok at Pacha NYC at 2026-08-01,Pacha NYC,40.7637,-73.99755,"618 W. 46th St., Manhattan",2026-08-01,,manhattan,Music,Alok,https://images.sk-static.com/images/media/profile_images/artists/4646863/huge_avatar,,https://www.songkick.com/concerts/43228083-alok-at-pacha-nyc?utm_medium=organic&utm_source=microformat,true
Sammy Virji @ Brooklyn Army Terminal,"Sammy Virji, Sam Gellaitry, and 33 Below at Brooklyn Army Terminal at 2026-08-01T16:00:00-0400",Brooklyn Army Terminal,40.6459,-74.02386,"58th Street & First Ave., Brooklyn",2026-08-01T16:00:00,,brooklyn,Music,"Sammy Virji,Sam Gellaitry,33 Below",https://images.sk-static.com/images/media/profile_images/artists/9214154/huge_avatar,,https://www.songkick.com/concerts/43044383-sammy-virji-at-brooklyn-army-terminal?utm_medium=organic&utm_source=microformat,true
Babe Rainbow @ The Rockaway Hotel,Babe Rainbow and Sam and Louise Sullivan at The Rockaway Hotel at 2026-08-01T18:00:00-0400,The Rockaway Hotel,40.58137,-73.83011,"108-10 Rockaway Beach Dr., Rockaway Beach",2026-08-01T18:00:00,,rockaway beach,Music,"Babe Rainbow,Sam and Louise Sullivan",https://images.sk-static.com/images/media/profile_images/artists/283696/huge_avatar,,https://www.songkick.com/concerts/43111708-babe-rainbow-at-rockaway-hotel?utm_medium=organic&utm_source=microformat,true
Sara Landry @ Under the K Bridge Park,Sara Landry and Boys Noize at Under the K Bridge Park at 2026-08-01T19:00:00-0400,Under the K Bridge Park,40.72489,-73.93263,Brooklyn,2026-08-01T19:00:00,,brooklyn,Music,"Sara Landry,Boys Noize",https://images.sk-static.com/images/media/profile_images/artists/10105604/huge_avatar,,https://www.songkick.com/concerts/43030511-sara-landry-at-under-the-k-bridge-park?utm_medium=organic&utm_source=microformat,true
"Infected Mushroom @ 153 26th Street, Brooklyn, Ny","Infected Mushroom at 153 26th Street, Brooklyn, Ny at 2026-08-01T22:00:00-0400","153 26th Street, Brooklyn, Ny",,,Brooklyn,2026-08-01T22:00:00,,brooklyn,Music,"Infected Mushroom,Blastoyz,Bruce Wayne",https://images.sk-static.com/images/media/profile_images/artists/153795/huge_avatar,,https://www.songkick.com/concerts/43206837-infected-mushroom-at-153-26th-street-brooklyn-ny?utm_medium=organic&utm_source=microformat,true
PJ Morton @ The Town Hall,PJ Morton at The Town Hall at 2026-08-01T20:00:00-0400,The Town Hall,40.75612,-73.98446,"123 West 43rd Street, New York (NYC)",2026-08-01T20:00:00,,new york (nyc),Music,PJ Morton,https://images.sk-static.com/images/media/profile_images/artists/35258/huge_avatar,,https://www.songkick.com/concerts/43170727-pj-morton-at-town-hall?utm_medium=organic&utm_source=microformat,true
Audien @ The Rooftop at Pier 17,Audien at The Rooftop at Pier 17 at 2026-08-01T18:00:00-0400,The Rooftop at Pier 17,40.70531,-74.00263,"89 South Street, New York (NYC)",2026-08-01T18:00:00,,new york (nyc),Music,Audien,https://images.sk-static.com/images/media/profile_images/artists/4320841/huge_avatar,,https://www.songkick.com/concerts/43156029-audien-at-rooftop-at-pier-17?utm_medium=organic&utm_source=microformat,true
Iceage @ Ukrainian National Home,Iceage at Ukrainian National Home at 2026-08-01T20:00:00-0400,Ukrainian National Home,40.72887,-73.98712,"140 Second Ave., New York (NYC)",2026-08-01T20:00:00,,new york (nyc),Music,Iceage,https://images.sk-static.com/images/media/profile_images/artists/2613161/huge_avatar,,https://www.songkick.com/concerts/43221859-iceage-at-ukrainian-national-home?utm_medium=organic&utm_source=microformat,true
