name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Toss Your Body,"DANCERS WANTED CALL 1-833-DO-YOU-DANCE Calling all dancers to the floor for the premiere of Brooklyn’s newest TV Dance Show: Toss Your Body! Do you dance? Can you command the floor? If so, come and show us what you got! Turn a look and give it for the camera, baby! We’re kicking it off with tunes selected by Will Jack and Giovannii of TOSSD, and after you’re warmed up, DJ Shannon takes over to keep your body moving with one of the brightest sounds in the city. We want to make sure you get all your twists and twirls out for those cameras, so the legendary MikeQ will be joining us to conclude the night. While the cameras are rolling, our host, Passa Flora, will be keeping an eye out for the fiercest of looks and the smoothest of moves throughout the party, giving you a chance to bust a move and jack that body for the show. So come on down to Paragon 990 Broadway at 10:00pm, Thursday, July 23 and try your moves for the camera, darlin’! Will you make the final cut? Tune into the first episode of Toss Your Body to find out! Disclaimer: Toss Your Body is a filmed dance party and show. Entry permits the use of your likeness for video content on social and streaming platforms. This might result in local clout, fierce clips for your grid, and of course, sweat - if you're doing it right! A ticket guarantees entry but does not guarantee appearance on the show. Brought to you by TOSSD!",Paragon,40.696107,-73.934068,"990 Broadway Brooklyn, NY",2026-07-23T22:00:00.000,2026-07-24T04:00:00.000,new york city,Music,"Will Jack,Giovannii,DJ Shannon,MikeQ",https://images.ra.co/559f350b1bbdc131d73bbee26ecc7f397b1df39b.jpg,,https://ra.co/events/2483958,true
Binary Shift,"# ========================================== # SYSTEM INITIALIZATION & EVENT LOG # ========================================== $ ./inject_core.sh --target=""doveflail"" [STATUS] ""doveflail"" injection complete ... [STATUS] Initializing binary shift protocol ... # ------------------------------------------ # RUNTIME DETAILS # ------------------------------------------ TIMESTAMP: Thursday, July 23rd UPTIME: 22:00 - 04:00 [10 PM - 4 AM] LOCATION: H0L0.sys COST: $0.00 // FREE_ACCESS PROCESS: ""Binary Shift"" // EP Release Party for Petal (""doveflail"") # ------------------------------------------ # AUDIO SOURCES (EXECUTION LINEUP) # ------------------------------------------ exec_lineup = [ ""AG"", ""BEYBLADE SHAWTY"", ""Sweetewth"", ""Kapmar"", ""Petal"" ] # ------------------------------------------ # PROTOCOLS & REWARDS # ------------------------------------------ > Night of digital decadence initialized. > Electronic sounds from the future: LOADING... > Dress Code: Cyberpunk / Steampunk attire encouraged. if user.status == ""homebody"" or user.rarely_goes_out: print(""Override system detected. This is your sign to boot up and step out."") if attendee_count <= 15: print(""Exclusive Petal merch deployed."") else: print(""Access granted. Vibe shifting."")",H0L0,40.694552,-73.902307,"1090 Wyckoff Ave, Queens, NY 11385, United States",2026-07-23T22:00:00.000,2026-07-24T04:00:00.000,new york city,Music,"AG (1),BEYBLADE SHAWTY,sweetewth,Kapmar,Petal",https://images.ra.co/ec89fe3b317d7ab414526b33ab23cd7e5491f4b6.jpg,,https://ra.co/events/2485231,true
"Bruno Limma, Jack Mulqueen b2b Choukroun","Brazilian-born selector Bruno Limma brings a hypnotic, groove-forward approach rooted in minimal, tech house, and afterhours psychedelia. Known for patient builds and fluid pacing, his sets lean deep into tension, repetition, and subtle dancefloor control. Joining him, NYC’s Jack Mulqueen and Choukroun link for a back-to-back session shaped by rolling low-end pressure, stripped-back rhythms, and understated late-night energy. Together, the night settles firmly into deep club functionality and heads-down momentum. RSVPs are one per person, so anyone coming with you will need to submit their own. We cut off RSVPs at 11pm, and you'll need to be checked in at the door by that time. Plan to arrive early rather than risk being in line when the clock hits 11. Keep in mind that an RSVP does not guarantee entry, as the venue can fill up. Buying a full price ticket ahead of time is the surest way to guarantee your spot. //////////////////////////////////////////////////////////////////////////////////////////////////////////// To maintain a safe and enjoyable environment for all, we ask that you respect our house code of conduct: no phones on the dance floor and zero tolerance for harassment, discrimination, or hate.",Signal,40.71005,-73.933575,"175 Morgan Ave, Brooklyn, NY 11237",2026-07-23T22:00:00.000,2026-07-24T04:00:00.000,new york city,Music,"Bruno Limma,Jack Mulqueen,Choukroun",https://images.ra.co/ef0750e9829fd0c3cb3387db2778ca6ba8956523.jpg,,https://ra.co/events/2459870,true
"CODED Thursdays with DROPO, Boomer Banks","New Thursday Night Party CODED: A Hanky-Coded Club Night Because before the apps, there were hankies.",Club Rawhide,,,250 W 26TH ST,2026-07-23T21:00:00.000,2026-07-24T02:00:00.000,new york city,Music,"DROPO,Boomer Banks",https://images.ra.co/fee34637b1f4de05671b5dec9ca80aaaa25e2940.jpg,,https://ra.co/events/2492062,true
"Groove Therapy: Father Sheed, Sam Clark, Karl - Dead Letter No.9","Groove Therapy arrives at Dead Letter No. 9 on Thursday, July 23rd, bringing its signature approach to intimate dance floors, long-form sets, and carefully curated house and minimal selections. With a focus on atmosphere, sound, and creating space for the music to unfold naturally, the series has become known for nights that reward both deep listening and deep dancing. Leading the evening is Brooklyn-based producer and DJ Father Sheed, whose sets move effortlessly through house, electro, breaks, and synth-driven club music. Fresh off releases on M.A.D Records, he blends forgotten gems, off-center grooves, and driving dance floor cuts into sets that are equal parts hypnotic and unexpected. Joining him are Karl and Sam Clark, rounding out a night of warm grooves, eclectic selections, and music designed to keep the room moving from the first record to the last. Venue opens at 5PM | Happy Hour 5PM-7PM | Music 7PM-Midnight Kitchen open late | 21+",Dead Letter No. 9,41,-74,"63 Grand St, Brooklyn, NY 11249, USA",2026-07-23T19:00:00.000,2026-07-24T00:00:00.000,new york city,Music,"Father Sheed,Sam Clark",https://images.ra.co/f64debb7310014f08dec6035fa8f7dd91d1c63a1.jpg,,https://ra.co/events/2487700,true
"study hall ; livecode sessions w MDN expressions in ambient, dub, and jungle","study hall ; livecode sessions w MDN expressions in ambient, dub, and jungle will be a 3 hour livecode set, cast on the Dirtywave M8 tracker. MDN takes the listener into deep tide / somatic stillness within the spatial sound of the Reforesters Laboratory. This improvisational form has grown over time in yoga residencies, contact improv sessions, and forest bathing events. Compile + Flow into ambient, minimal techno, and trip-hop narratives, as we hike through the bardo. --- MDN (they/them/we) is the project of M DeNardo Their livecode spells in M8 tracker and Hydra Video Synth conjure visions of constellations, meditation, and infinity. Their tape release ‘black_hole’ addresses near-death experiences during childhood and the hypothesis that ""all beings are singularity material.""",Reforesters Laboratory,,,147 Metropolitan Avenue,2026-07-23T14:00:00.000,2026-07-23T16:00:00.000,new york city,Music,,https://images.ra.co/a773b900a576a4d76c9ebe7e17bfc043486d06c4.png,,https://ra.co/events/2466882,true
ON TOP by Susanne Bartsch,"Only one RSVP per email. Please be advised space is limited and RSVP does not guarantee admission, which is based on capacity and door discretion. Therefore early arrival is suggested. Doors 4PM.",Le Bain,40.741077,-74.008285,"444 W 13th Street, New York, NY 10014",2026-07-23T22:00:00.000,2026-07-24T04:00:00.000,new york city,Music,Lady Harley,https://images.ra.co/e2cc4a60a04b9b2a3e06f2f0a0cd6a2942c128dc.jpg,,https://ra.co/events/2483256,true
"PEPPERPOT: girl_irl, amita, NINE11, CH3RI, Samantha DaSilva, DJ ANEE","Introducing PEPPERPOT a genre-blending dance party series inspired by the movement of music, people, and culture. Join us on the Honey's rooftop on Thursday, July 23, 8PM-2AM for a high-energy summer rooftop party celebrating club music in all its forms, featuring a lineup of boundary-pushing baddies, good people, and club music, well mixed. Founded by Brooklyn-based artist, Samantha DaSilva, the series takes its name from Guyana's national dish. With indigenous origins and countless regional variations shaped through migration, exchange, and generations of shared tradition, pepperpot serves as a fitting metaphor for the evolution of club music itself. Coming from a mixed Indo-Guyanese, Portuguese, Caribbean, and South American background, and growing up in diverse spaces across New York, Samantha has long been drawn to the ways music travels, across borders, communities, and generations. PEPPERPOT is an extension of that perspective: a space that honors the roots of music while celebrating the many paths it has taken and the cultures that continue to shape it. It's a celebration of curiosity over categories, connection over assumptions, and a reminder that some of the most meaningful moments on a dancefloor happen when people step outside the boxes they're expected to fit into.",Honey's,40.710433,-73.922995,"93 Scott Avenue, Brooklyn, NY 11237",2026-07-23T20:00:00.000,2026-07-24T02:00:00.000,new york city,Music,"girl_irl,amita,NINE11,CH3RI,Samantha DaSilva",https://images.ra.co/fcc8eb4542a05d17981e0b6afdfe55ed90ff49af.png,,https://ra.co/events/2485027,true
SKIN2SKIN,"Your favorite protected dance floor is back for another Bossa Nova takeover & we brought out the heavy hitters for the night! Joining us all the way from Houston for her SKIN2SKIN debut, we have the club princess, Miss Amarji King running the night alongside SEX CHANGE duo & S2S veterans, SEXINCHURCH & BLAIZE. Meet us on the dance floor & be prepared to move your body like you never have. FREE before 11pm, $10 after SKIN2SKIN is an experience curated for & by QTBIPOC folk. Everyone is welcomed but they MUST be respectful of community members or be removed. Bossa Nova Civic Club is 21+ Acceptable forms of identification include a Driver's License or Non-Driver ID card or passport. No racism, sexism, homophobia, transphobia or violence will be permitted. If you witness any harassment or otherwise unsavory behavior please inform security. Those who do not practice consent will be removed and banned. Enjoy.",Bossa Nova Civic Club,40.697974,-73.927965,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",2026-07-23T22:00:00.000,2026-07-24T04:00:00.000,new york city,Music,"Amarji King,SEXINCHURCH,BLAIZE",https://images.ra.co/fcf6a950cd1a45cf40f20c43a4ba7f942ea23abf.png,https://images.ra.co/5fc08cb04732556c3f5e6efbeed23da254d83970.png,https://ra.co/events/2480932,true
"Techno Thursday (Main Room Event, Free with RSVP)",More info TBA.,SILO,41,-74,"90 Scott Ave, East Williamsburg, Brooklyn",2026-07-23T21:00:00.000,2026-07-24T04:00:00.000,new york city,Music,"Bruce Wayne (US),MEDINA,JHANA,KRAVE,IgP (1)",https://images.ra.co/4a7905c5b16e496b77b331b2b1d77da8d7a59292.jpg,,https://ra.co/events/2480857,true
ROMANCE w Eli Escobar,"Aren't we blessed - every Thursday, a church of all churches, sermons served fresh by our priest Eli Escobar ... its good 2 b alive y'all! Romance is Eli’s dream party. Dreams do come true. BIG EMOTIONS SAD BANGERS POP ISN’T A DIRTY WORD CRYING ENCOURAGED Doors + DJs at 9PM FREE every Thursday Gabriela is a dream we had when we needed music the most. A blissful escape that brings us together. ~ Our mission is to create an energetic and engaged dance floor, where people of all backgrounds have a safe place to express themselves. Have as much fun as possible, but never at anyone else’s expense. Admittance to our venue is determined at the door in an effort to create what we dreamt up. We have a very intimate space and we hope you appreciate and respect the door staff. Consent is mandatory! It is sexy! Be mindful of the people sharing space with you. We have a ZERO tolerance policy for discrimination, harassment or violence of any kind. Alert staff if you need help. In order to allow people to immerse themselves in our dance floor, please keep phone use, chatting and flash photography to a minimum. There are plenty of other spaces to lounge in the rest of the club if you’re feeling called to doing any of these things. Take care of yourself and each other. xo",Gabriela,41,-74,"90 Wythe Ave, Brooklyn, NY 11249",2026-07-23T21:00:00.000,2026-07-24T03:00:00.000,new york city,Music,Eli Escobar,https://images.ra.co/e8b617855288cce9d55766c9ae15231f6a4400d6.jpg,,https://ra.co/events/2478650,false
Sunni D + Arjun Shah,"Making his NYC debut all the way from London, Sunni D teams up with Arjun Shah for a night of soulful grooves from across the world. Expect a vibrant journey through disco, house, Latin and Afro-Caribbean sounds, and more. Free all night __________ Jupiter Disco is a safe space for all. Our most important goal is to ensure everyone who steps into our space feels welcome and safe. In order to achieve this goal, it's mission critical that everyone approaches each other with respect. That means everyone. We are passionate about bringing people together and building connections between participants in and adjacent to our community. Go ahead and say hi to someone new while you're here with us! If you see or experience anything that makes you feel uncomfortable, please alert one of our team members and we will coordinate a resolution immediately. We encourage everyone to be present and interface with the physical elements around you while you're with us, so we ask that you please limit your phone use throughout the space. Phone screen and camera lights can also be distracting, so please be mindful of the brightness and the length of time you use those lights, if at all. If you intend to smoke (anything), please take a break outside and take a few steps down the block. Don't worry, we always have re-entry.",Jupiter Disco,40.70813,-73.923523,"1237 Flushing Avenue, Brooklyn, NY 11237, USA",2026-07-23T22:00:00.000,2026-07-24T02:00:00.000,new york city,Music,,https://images.ra.co/cc187fcfcd2b27a1f5120ddb2ee9ad921359c572.jpg,,https://ra.co/events/2463645,true
