name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Shakira @ UBS Arena,Shakira at UBS Arena at 2026-07-23T19:30:00-0400,UBS Arena,40.71174,-73.72607,"2400 Hempstead Turnpike, Elmont",2026-07-23T19:30:00,,elmont,Music,Shakira,https://images.sk-static.com/images/media/profile_images/artists/234311/huge_avatar,,https://www.songkick.com/concerts/43138858-shakira-at-ubs-arena?utm_medium=organic&utm_source=microformat,true
Bon Jovi @ Madison Square Garden,Bon Jovi at Madison Square Garden at 2026-07-23T19:30:00-0400,Madison Square Garden,40.74971,-73.99156,"7th Ave & 32nd St, New York (NYC)",2026-07-23T19:30:00,,new york (nyc),Music,Bon Jovi,https://images.sk-static.com/images/media/profile_images/artists/263609/huge_avatar,,https://www.songkick.com/concerts/42865047-bon-jovi-at-madison-square-garden?utm_medium=organic&utm_source=microformat,true
Caamp @ Forest Hills Stadium,Caamp at Forest Hills Stadium at 2026-07-23T17:00:00-0400,Forest Hills Stadium,40.7196,-73.84729,"1 Tennis Place, Queens",2026-07-23T17:00:00,,queens,Music,"Caamp,Mon Rovîa,Hannah Cohen",https://images.sk-static.com/images/media/profile_images/artists/8902879/huge_avatar,,https://www.songkick.com/concerts/43047045-caamp-at-forest-hills-stadium?utm_medium=organic&utm_source=microformat,true
Kurt Vile @ Brooklyn Paramount,Kurt Vile at Brooklyn Paramount at 2026-07-23T19:00:00-0400,Brooklyn Paramount,40.69126,-73.98122,"1 University Plaza, Brooklyn",2026-07-23T19:00:00,,brooklyn,Music,Kurt Vile,https://images.sk-static.com/images/media/profile_images/artists/4294851/huge_avatar,,https://www.songkick.com/concerts/43145158-kurt-vile-at-brooklyn-paramount?utm_medium=organic&utm_source=microformat,true
Melanie Martinez @ Barclays Center,Melanie Martinez and Haute & Freddy at Barclays Center at 2026-07-23T20:00:00-0400,Barclays Center,40.68266,-73.97528,"620 Atlantic Avenue, Brooklyn",2026-07-23T20:00:00,,brooklyn,Music,"Melanie Martinez,Haute & Freddy",https://images.sk-static.com/images/media/profile_images/artists/6647159/huge_avatar,,https://www.songkick.com/concerts/43164709-melanie-martinez-at-barclays-center?utm_medium=organic&utm_source=microformat,true
Styx @ Northwell at Jones Beach Theater,Styx at Northwell at Jones Beach Theater at 2026-07-23T19:00:00-0400,Northwell at Jones Beach Theater,40.60114,-73.50252,"1000 Ocean Pkwy., Wantagh",2026-07-23T19:00:00,,wantagh,Music,Styx,https://images.sk-static.com/images/media/profile_images/artists/540471/huge_avatar,,https://www.songkick.com/concerts/42916123-styx-at-northwell-at-jones-beach-theater?utm_medium=organic&utm_source=microformat,true
SPIRIT OF THE BEEHIVE @ Knockdown Center,SPIRIT OF THE BEEHIVE at Knockdown Center at 2026-07-23T18:00:00-0400,Knockdown Center,40.71568,-73.91438,"52-19 Flushing Avenue, New York (NYC)",2026-07-23T18:00:00,,new york (nyc),Music,"SPIRIT OF THE BEEHIVE,Choir Boy",https://images.sk-static.com/images/media/profile_images/artists/8062413/huge_avatar,,https://www.songkick.com/concerts/43250888-spirit-of-the-beehive-at-knockdown-center?utm_medium=organic&utm_source=microformat,true
Greensky Bluegrass @ The Rooftop at Pier 17,Greensky Bluegrass at The Rooftop at Pier 17 at 2026-07-23T19:00:00-0400,The Rooftop at Pier 17,40.70531,-74.00263,"89 South Street, New York (NYC)",2026-07-23T19:00:00,,new york (nyc),Music,Greensky Bluegrass,https://images.sk-static.com/images/media/profile_images/artists/30921/huge_avatar,,https://www.songkick.com/concerts/43095011-greensky-bluegrass-at-rooftop-at-pier-17?utm_medium=organic&utm_source=microformat,true
Shania Twain @ Racket NYC,Shania Twain at Racket NYC at 2026-07-23T21:00:00-0400,Racket NYC,40.74309,-74.00573,"431 W 16th St, New York (NYC)",2026-07-23T21:00:00,,new york (nyc),Music,Shania Twain,https://images.sk-static.com/images/media/profile_images/artists/440190/huge_avatar,,https://www.songkick.com/concerts/43331589-shania-twain-at-racket-nyc?utm_medium=organic&utm_source=microformat,true
Alex Lahey @ Night Club 101,Alex Lahey at Night Club 101 at 2026-07-23T19:00:00-0400,Night Club 101,40.72586,-73.98402,"101 Ave. A, New York (NYC)",2026-07-23T19:00:00,,new york (nyc),Music,Alex Lahey,https://images.sk-static.com/images/media/profile_images/artists/8669679/huge_avatar,,https://www.songkick.com/concerts/43212114-alex-lahey-at-night-club-101?utm_medium=organic&utm_source=microformat,true
