name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
NYC Public Outdoor Pools Open for the Season,"Outdoor pool hours are from 11:00 a.m. through 7:00 p.m. daily, with a break for pool cleaning between 3:00 p.m. and 4:00 p.m. \n Our pools will remain open this summer for general swim. Pool hours will remain the same: 11:00 a.m. - 3:00 p.m., and 4:00 p.m. - 7:00 p.m.",Locations across all five boroughs,,,Locations across all five boroughs,2026-07-26T00:01:00.000-04:00,,new york,Free,"Parks & Recreation,Featured",https://publish-p136379-e1368845.adobeaemcloud.com/content/dam/nycgov/events/feature/spring-summer-lap-swim-2.jpg,,https://www1.nyc.gov/events/nyc-public-outdoor-pools-open-for-the-season/386373/30,false
NYC Restaurant Week,"NYC Restaurant Week returns! From July 20 to August 16, explore the five boroughs through specially priced prix-fixe menus at hundreds of participating restaurants. Reservations open on July 14. \n \n Photo courtesy of Lanna Apisukh.",Check website for a list of participating restaurants,,,Check website for a list of participating restaurants,2026-07-26T00:01:00.000-04:00,,new york,Cultural,"Featured,General Events",https://publish-p136379-e1368845.adobeaemcloud.com/content/dam/nycgov/events/feature/nyc_restaurant_week.jpg,,https://www1.nyc.gov/events/nyc-restaurant-week/296362/7,
Murray Hill Farmers Market,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,2 AVENUE between EAST   32 STREET and EAST   33 STREET  Manhattan,,,2 AVENUE between EAST   32 STREET and EAST   33 STREET  Manhattan,2026-07-26T05:30:00.000-04:00,2026-07-26T19:30:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/murray-hill-farmers-market/1046156/28,
Down to Earth Park Slope Farmers Market,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,4 STREET between 5 AVENUE and DEAD END  Brooklyn,,,4 STREET between 5 AVENUE and DEAD END  Brooklyn,2026-07-26T06:00:00.000-04:00,2026-07-26T18:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/down-to-earth-park-slope-farmers-market/1045216/9,
Bayside 5K,Athletic Race \/ Tour Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,BELL BOULEVARD between 41 AVENUE and 42 AVENUE  Queens,,,BELL BOULEVARD between 41 AVENUE and 42 AVENUE  Queens,2026-07-26T08:00:00.000-04:00,2026-07-26T09:00:00.000-04:00,new york,Athletic,,,,https://www1.nyc.gov/events/bayside-5k/1044716/1,
Carroll Gardens Greenmarket Sunday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,CARROLL STREET between SMITH STREET and COURT STREET  Brooklyn,,,CARROLL STREET between SMITH STREET and COURT STREET  Brooklyn,2026-07-26T08:00:00.000-04:00,2026-07-26T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/carroll-gardens-greenmarket-sunday/1044916/29,
Columbia Thursday Sunday Greenmarket,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,BROADWAY between WEST  113 STREET and WEST  116 STREET  Manhattan,,,BROADWAY between WEST  113 STREET and WEST  116 STREET  Manhattan,2026-07-26T08:00:00.000-04:00,2026-07-26T18:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/columbia-thursday-sunday-greenmarket/1045036/57,
Cortelyou Greenmarket Sunday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD  Brooklyn,,,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD  Brooklyn,2026-07-26T08:00:00.000-04:00,2026-07-26T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/cortelyou-greenmarket-sunday/1045096/29,
Forest Hills Greenmarket Sunday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,QUEENS BOULEVARD between 69 ROAD and 70 AVENUE  Queens,,,QUEENS BOULEVARD between 69 ROAD and 70 AVENUE  Queens,2026-07-26T08:00:00.000-04:00,2026-07-26T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/forest-hills-greenmarket-sunday/1045476/29,
Jackson Heights Greenmarket Sunday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,79 STREET between NORTHERN BOULEVARD and 34 AVENUE  Queens,,,79 STREET between NORTHERN BOULEVARD and 34 AVENUE  Queens,2026-07-26T08:00:00.000-04:00,2026-07-26T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/jackson-heights-greenmarket-sunday/1045836/29,
