name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Networking Mixer | Private Equity | Venture Capital | Law | Fintech,Join us for a fun Spring Networking Mixer in Midtown Manhattan -- a great opportunity to expand your community and raise capital.,La Brochette Steakhouse,40.7498776,-73.9774856,"340 Lexington Avenue, New York, NY 10016",2026-07-27T18:00:00,2026-07-28T20:00:00,new york,Sales & Marketing,"Business & Professional,Meeting or Networking Event,Networking,Summer,Event,Models,Startup,Fundraiser,Nyc,Healthcare,Startups,Venturecapital",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187404272%2F224965426305%2F1%2Foriginal.20260622-154118?crop=focalpoint&fit=crop&w=400&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=6b83804619d235d0ce04ce43c727d96f,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187404272%2F224965426305%2F1%2Foriginal.20260622-154118?auto=format%2Ccompress&q=75&sharp=10&s=28ac00c89973976bef9e2781f57d2a94,https://www.eventbrite.com/e/networking-mixer-private-equity-venture-capital-law-fintech-tickets-1986255857739,true
Midnight Release Celebration for DAGGERMOUTH at B&N USQ,"B&N Union Square in NYC welcomes H.M. Wolfe to celebrate DAGGERMOUTH at a Midnight Release Party on Monday, July 27th at 9:30PM.",Barnes & Noble,40.7369416,-73.9896278,"33 East 17th Street, New York, NY 10003",2026-07-27T21:30:00,2026-07-28T00:00:00,new york,Other,"Film, Media & Entertainment,Appearance or Signing,Nyc,Author,author_event,romance_books,barnes_and_noble,union_square,midnight_release,hm_wolfe,dystopian_books",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184030430%2F825115679133%2F1%2Foriginal.20260507-154727?crop=focalpoint&fit=crop&w=400&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=0f2b532c1a3b86e69e6ab73da32ee1de,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184030430%2F825115679133%2F1%2Foriginal.20260507-154727?auto=format%2Ccompress&q=75&sharp=10&s=c5f16052ed97685ee6b2a7d4773681e1,https://www.eventbrite.com/e/midnight-release-celebration-for-daggermouth-at-bn-usq-tickets-1988920684307,true
"Lectures on Tap - ""Unlocking the Secrets of Beethoven's Fifth""","Professors, experts, and storytellers giving thought-provoking lectures in NYC bars.",Williamsburg,40.7081156,-73.9570696,"Williamsburg, Brooklyn, NY 11249",2026-07-27T18:30:00,2026-07-27T20:30:00,brooklyn,Other,"Community & Culture,Seminar or Talk,Lecture,Event,Brooklyn,Nyc",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784072119%2F2180931214733%2F1%2Foriginal.20240606-021532?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6750%2C3375&s=a2fc362089db9456a2fe6a734ffed4be,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784072119%2F2180931214733%2F1%2Foriginal.20240606-021532?auto=format%2Ccompress&q=75&sharp=10&s=e66029e4c0f176fb95a1f4cc260b1eda,https://www.eventbrite.com/e/lectures-on-tap-unlocking-the-secrets-of-beethovens-fifth-tickets-1991563366641,true
"Lectures on Tap - ""Feminist Philosophies of The Handmaid’s Tale""","Professors, experts, and storytellers giving thought-provoking lectures in NYC bars.",Midtown Manhattan,40.7549309,-73.9840195,"Midtown, New York, NY 10019",2026-07-27T18:30:00,2026-07-27T20:30:00,new york,Other,"Community & Culture,Seminar or Talk,Lecture,Event,Nyc",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784072119%2F2180931214733%2F1%2Foriginal.20240606-021532?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6750%2C3375&s=a2fc362089db9456a2fe6a734ffed4be,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F784072119%2F2180931214733%2F1%2Foriginal.20240606-021532?auto=format%2Ccompress&q=75&sharp=10&s=e66029e4c0f176fb95a1f4cc260b1eda,https://www.eventbrite.com/e/lectures-on-tap-feminist-philosophies-of-the-handmaids-tale-tickets-1991512200602,true
Dental Software/Tech Startup Networking Rooftop Happy Hour,Join us for a chill evening of mingling with fellow dental software and tech startup enthusiasts on a rooftop with drinks and good vibes!,230 Fifth Rooftop Bar,40.7442419,-73.9886085,"1150 Broadway, New York, NY 10001",2026-07-27T17:30:00,2026-07-27T20:00:00,new york,Startups & Small Business,"Business & Professional,Party or Social Gathering,Networking,Rooftop,Software,Startup,Ai,Happyhour,Dental,Founders,Healthtech,Dentaltech",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F900520343%2F128748948797%2F1%2Foriginal.20241116-225039?crop=focalpoint&fit=crop&h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=132a1980a9cd02a2b468cc5a4e7957ac,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F900520343%2F128748948797%2F1%2Foriginal.20241116-225039?auto=format%2Ccompress&q=75&sharp=10&s=5127d65af8e3ad1ced060c193d186793,https://www.eventbrite.com/e/dental-softwaretech-startup-networking-rooftop-happy-hour-tickets-1992439870287,true
Black Film Space 9th Annual Summer Mixer,"Join Black Film Space for an evening of community building, mixing and mingling.",Hidden Lane Bar,40.734595,-73.98767,"129 East 15th Street, New York, NY 10003",2026-07-27T18:00:00,2026-07-27T22:00:00,new york,Film,"Film, Media & Entertainment,Party or Social Gathering,Summer,Mixer,Film,Space,Annual,Blackowned,Blackprofessionals,Africanamerican,Blackmen,Blackwomen",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186773490%2F395369746779%2F1%2Foriginal.20260612-164326?crop=focalpoint&fit=crop&h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.56&s=13a36a663f95ae87c3b21b037f718e87,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186773490%2F395369746779%2F1%2Foriginal.20260612-164326?auto=format%2Ccompress&q=75&sharp=10&s=50f72b9f7022c7125ca6fa8965149760,https://www.eventbrite.com/e/black-film-space-9th-annual-summer-mixer-tickets-1991785956413,true
Elizabeth Lim + Frances Cha: Fishbone Cinderella,Join us for an event with New York Times best-selling author Elizabeth Lim for a discussion of her new book FISHBONE CINDERELLA.,Strand Book Store,40.73325150000001,-73.99095319999999,"828 Broadway, New York, NY 10003",2026-07-27T19:00:00,2026-07-27T20:00:00,new york,Books,"Hobbies & Special Interest,Appearance or Signing,Nyc,Fiction,literaryevent,femaleauthor",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187226903%2F672986024083%2F1%2Foriginal.20260618-201724?crop=focalpoint&fit=crop&h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4afebf005aa0e9b486ef64c6d16708ee,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187226903%2F672986024083%2F1%2Foriginal.20260618-201724?auto=format%2Ccompress&q=75&sharp=10&s=72d000b11cc9a4ce848b35162374c3af,https://www.eventbrite.com/e/elizabeth-lim-frances-cha-fishbone-cinderella-tickets-1991013706593,true
SHOW THE MEAT: How to Pitch Horror Workshop,Learn how to pitch your next Horror story!,The Twisted Spine,40.7127873,-73.957273,"306 Grand Street, Brooklyn, NY 11211",2026-07-27T19:00:00,2026-07-27T20:30:00,brooklyn,Other,"Film, Media & Entertainment,Class, Training, or Workshop,Pitchworkshop,storytellingtips,showthemeat,horrorpitch,scarecraft",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187823577%2F2285530308663%2F1%2Foriginal.20260629-064606?crop=focalpoint&fit=crop&h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.047&fp-y=0.346&s=4026d58b07731a90dd4eed3003561d02,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187823577%2F2285530308663%2F1%2Foriginal.20260629-064606?auto=format%2Ccompress&q=75&sharp=10&s=d83577ab6342e1826a3162d9d41093f9,https://www.eventbrite.com/e/show-the-meat-how-to-pitch-horror-workshop-tickets-1992394003097,true
Oil & Whiskey,A country rock musical dramedy about two exes that meet for a drink and relive their entire relationship over a couple rounds of whiskey.,Prohibition,40.7852428,-73.972764,"503 Columbus Avenue, New York, NY 10024",2026-07-27T19:00:00,2026-07-27T21:30:00,new york,Musical,"Performing & Visual Arts,Concert or Performance,Plays,Nycevent,Nycnightlife,Upperwestside,Newyorkcityevents,Countrymusicconcert,musical_theatre,musical_event,theater_event,prohibition_event",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186114851%2F57273369701%2F1%2Foriginal.20260604-002649?crop=focalpoint&fit=crop&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.496&fp-y=0.146&s=56910a6de1928079e80c355956f7c1cd,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186114851%2F57273369701%2F1%2Foriginal.20260604-002649?auto=format%2Ccompress&q=75&sharp=10&s=5b5989f7a55a4195ed3fe212c140b94a,https://www.eventbrite.com/e/oil-whiskey-tickets-1991020234117,true
July Sci-Fi Book Club: Sublimation,"Join us for our monthly Sci-Fi Book Club! For July, we will be discussing SUBLIMATION by Isabel J. Kim.",667 Washington Ave,40.6771907,-73.96342229999999,"667 Washington Avenue, Brooklyn, NY 11238",2026-07-27T19:00:00,2026-07-27T20:30:00,brooklyn,Books,"Hobbies & Special Interest,Party or Social Gathering,Bookclub,Scifi",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186413782%2F2983197892676%2F1%2Foriginal.20260608-155728?crop=focalpoint&fit=crop&h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.493&fp-y=0.033&s=6d551898cb92fa08eae9fd5d4d34e301,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186413782%2F2983197892676%2F1%2Foriginal.20260608-155728?auto=format%2Ccompress&q=75&sharp=10&s=55b4050f11190ec6a7a9d323fb52c240,https://www.eventbrite.com/e/july-sci-fi-book-club-sublimation-tickets-1991387002130,true
