name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Summer on the Hudson: Birding Tour,"Monthly walks through birding hotspots in Riverside Park, led by Riverside Park Conservancy Field Staff. Learn and build a birding community! Open to birders of all ages and experience. Meet at 116th Street and Riverside Drive.",116th Street and Riverside Drive (in Riverside Park),40.80897335964300000,-73.96603202819800000,Riverside Park,2026-07-25T08:00:00,2026-07-25T10:00:00,new york,Birding,,http://www.nycgovparks.org/common_images/events/6a0f6b1173af6.jpg,,https://www.nycgovparks.org/events/2026/07/25/summer-on-the-hudson-birding-tour,
Summer Sports Experience: Basketball,"The Summer Sports Experience program participants receive age-appropriate instruction through organized clinics, skill stations, drills, conditioning, and live game situations led by experienced NYC Parks staff",Greenbelt Recreation Center (in Blood Root Valley),40.59198260134300000,-74.13947248458900000,Blood Root Valley,2026-07-25T08:00:00,2026-07-25T14:00:00,new york,Best for Kids,"Sports,Summer Sports Experience,Recreation Center Programming,Basketball/Netball",,,https://www.nycgovparks.org/events/2026/07/25/summer-sports-experience-basketball,
Yoga,"Connect with yourself in Yoga, a class to be enjoyed by all. Experience a fun and light-hearted, mid-intensity flow that will move you seamlessly from Sun Salutation to a final peak pose. We focus on inversions and breath work to ensure you leave class feeling challenged and balanced. Mats are recommended.Class meets on the lawn southeast of the tennis courts. Adjacent to the outdoor fitness gym.",Tennis Courts (in Pelham Bay Park),40.84984790000000000,-73.82535500000000000,Pelham Bay Park,2026-07-25T08:30:00,2026-07-25T09:30:00,new york,Fitness,"Shape Up NYC,Exercise Classes,Yoga & Pilates Classes",,,https://www.nycgovparks.org/events/2026/07/25/yoga1,
NYRR Open Run: Canarsie Park,"NYRR Open Run Brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Canarsie Park serves the neighborhoods of Canarsie and nearby Flatlands, Mill Basin, Marine Park, and Bergen Beach. Home to baseball fields and cricket pitches, it’s bordered by the Belt Parkway and Paerdegat Basin.",Canarsie Park House (in Canarsie Park),40.62894289677700000,-73.89599752426100000,Canarsie Park,2026-07-25T08:45:00,2026-07-25T10:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-canarsie-park,false
NYRR Open Run New Runner Clinic: St. Marys Park,"NYRR Open Run New Runner Clinic is your start to a healthier lifestyle. With guidance and support from NYRR coaches and local run club members, you’ll learn everything you need to take on your first mile.NYRR Open Run brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.St. Mary's Park offers a wonderful respite from the hustle and bustle of urban life. Located in the Mott Haven neighborhood in the South Bronx, the park features rolling hills, expanses of green grass, and grand old trees. The site was once part of the estate of Jonas Bronck (1600-43), for whom the Bronx is named. It is one of the largest parks in the area with a pool, playground, basketball courts, an indoor recreation center, picnic seating areas, and more. In the winter, the hills are perfect for sledding. St. Mary’s Park received $30 million from NYC’s Anchor Parks initiative, which will renovate the park’s ballfields, pathways, and amphitheater.",St. Mary's Annual 5K Start,40.81380462646484400,-73.91180419921875000,,2026-07-25T08:45:00,2026-07-25T11:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-st-marys-park,true
NYRR Open Run: Inwood Hill Park New Runner Clinic,"NYRR Open Run New Runner Clinic is your start to a healthier lifestyle. With guidance and support from NYRR coaches and local run club members, you’ll learn everything you need to take on your first mile. NYRR Open Run Brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Evidence of Inwood Hill Park’s formation exists as caves, valleys, and ridges left as the result of shifting glaciers. Evidence of its uninhabited state afterward remains as its forest and salt marsh (the last natural one in Manhattan), and evidence of its use by Native Americans continues to be discovered. Most of the park was largely untouched by wars and development. The park features a hiking trail and the Hudson River Bike Trail, and is one of the best places in NYC to spot a bald eagle. It also includes athletic fields, playgrounds, dog runs, and a barbecue area.The course is three loops on hilly trails and walkways through woods and along a salt marsh.",Seaman Avenue and Isham Street Entrance (in Inwood Hill Park),40.86999893188476600,-73.92109680175781000,Inwood Hill Park,2026-07-25T08:45:00,2026-07-25T10:30:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-inwood-hill-park,false
NYRR Open Run: Astoria Park,"NYRR Open Run brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Astoria Park is home to the oldest and largest pool in New York City. The park features views of Manhattan and a newly renovated track funded by the Anchor Parks initiative.",Astoria Park,40.77910201289900000,-73.92237758636500000,Astoria Park,2026-07-25T08:45:00,2026-07-25T11:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-astoria-park,false
NYRR Open Run: Crocheron Park,"NYRR Open Run brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Widely known for its history with the Crocheron Family and summer house, Crocheron Park is home to running paths, baseball fields, and a 4-court tennis center.",Entrance to John Golden Park (in John Golden Park),40.77300187982500000,-73.76999616622900000,John Golden Park,2026-07-25T08:45:00,2026-07-25T11:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-crocheron-park,false
NYRR Open Run: Highland Park,"NYRR Open Run Brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Located in the Cypress Hills section of Brooklyn, Highland Park is close to East New York and Bushwick in Brooklyn and the Woodhaven, Ridgewood, and Glendale neighborhoods in Queens. It’s home to over 150 species of birds and to the Ridgewood Reservoir.",Elton Street and Jamaica Avenue (in Highland Park),40.68360137939453000,-73.88569641113281000,Highland Park,2026-07-25T08:45:00,2026-07-25T11:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-highland-park,false
NYRR Open Run: Shore Road Park,"NYRR Open Run Brings free, 5K weekly community-led runs, to neighborhood parks across the greater New York City area. The program is free and open to runners and walkers of all ages, abilities, and experience levels.Shore Road Park, located in Bay Ridge, Brooklyn, is one of our longer Open Run courses. The park serves residents of Bay Ridge, Sunset Park, Dyker Heights, Fort Hamilton, and other surrounding neighborhoods.The course is three loops alongside Shore Road with stunning views of the Verrazzano-Narrows Bridge.",Lawn Near 79th Street Entrance (in Shore Park and Parkway),40.63140850518000000,-74.03907075524300000,Shore Park and Parkway,2026-07-25T08:45:00,2026-07-25T11:00:00,new york,Running/Jogging,,,,https://www.nycgovparks.org/events/2026/07/25/nyrr-open-run-shore-road-park,false
